Sentence #,Word,Tag
11,experience,O
11,Oracle,Companies worked at
11,EDUCATION,O
12,MCA,Degree
12,Osmania,College Name
12,University,College Name
12,B.Sc.,Degree
12,in,Degree
12,Computer,Degree
12,Science,Degree
12,Osmania,College Name
12,University,College Name
12,SKILLS,O
12,Functional,Skills
12,"Testing,",Skills
12,Blue,Skills
12,"Prism,",Skills
12,Qtp,Skills
12,ADDITIONAL,O
12,INFORMATION,O
12,Area,O
12,of,O
12,Expertise:,O
12,?,O
12,Familiar,O
12,with,O
12,Agile,Skills
12,Methodologies.,O
13,?,O
13,Having,O
13,knowledge,O
13,in,O
13,Energy,O
13,Petroleum,O
13,&,O
13,Health,O
13,Care,O
13,domains.,O
13,effectively.,O
13,?,O
13,Experienced,O
13,in,O
13,Functional,Skills
13,"testing,",Skills
13,GUI,Skills
13,"testing,",Skills
13,Smoke,Skills
13,"testing,",Skills
13,Regression,Skills
13,testing,Skills
13,and,O
13,Integration,Skills
13,Testing,O
14,?,O
14,Experienced,O
14,in,O
14,doing,O
14,Accessibility,O
14,testing,O
14,of,O
14,an,O
14,application,O
14,?,O
14,Ability,O
14,to,O
14,understand,O
14,user,O
14,"Requirements,",O
14,Functional,O
14,and,O
14,Design,O
14,specifications.,O
14,?,O
14,Good,O
14,knowledge,O
14,of,O
14,SDLC,O
14,and,O
15,STLC,O
15,processes.,O
15,?,O
15,Deciding,O
15,the,O
15,Severity,O
15,and,O
15,Priority,O
15,of,O
15,bugs.,O
15,?,O
15,Duration,O
15,in,O
15,using,O
15,Microsoft,O
15,Test,O
15,Manager,O
15,&,O
15,Oracle,Companies worked at
15,Test,O
15,Manager,O
15,as,O
15,Test,O
15,Management,O
15,Tools.,O
16,?,O
16,Having,O
16,good,O
16,experience,O
16,in,O
16,testing,O
16,windows,O
16,based,O
16,&,O
16,web,O
16,based,O
16,applications.,O
16,?,O
16,Involved,O
16,in,O
16,Client,O
16,Interactions,O
16,for,O
16,"reviews,",O
16,issues,O
16,and,O
16,for,O
16,any,O
16,clarifications.,O
16,?,O
17,Web,O
17,Services,O
17,Testing,O
17,?,O
17,Writing,O
17,Test,O
17,Scripts,O
17,in,O
17,"QTP,",Skills
17,Testcomplete.,O
17,?,O
17,Creating,O
17,Object,O
17,Repositories,O
17,and,O
17,Function,O
17,Libraries,O
17,in,O
17,QTP.,O
17,?,O
17,Enhanced,O
17,QTP,O
17,scripts,O
17,using,O
17,VB,Skills
18,Script.,O
18,?,O
18,Strong,O
18,experience,O
18,in,O
18,working,O
18,with,O
18,Blue,Skills
18,Prism,Skills
18,tool,Skills
18,?,O
18,Worked,O
18,on,O
18,different,O
18,Environments,O
18,like,O
18,Windows,O
18,Application,O
18,&,O
18,Web,O
18,Application,O
18,Technical,O
18,Skills:,O
18,?,O
18,Test,Skills
19,Automation,Skills
19,Tools:,Skills
19,Blue,Skills
19,"Prism,",Skills
19,QTP,O
19,"10.0,",O
19,Testcomplete,O
19,?,O
19,Test,O
19,Management,O
19,Tool:,O
19,Microsoft,Skills
19,Test,Skills
19,"Manager,",Skills
19,Oracle,Companies worked at
19,Test,Skills
19,Manager,Skills
19,&,O
19,JIRA,Skills
19,?,O
19,Databases:,O
19,Oracle,Companies worked at
19,"10g,",O
19,SQL,Skills
19,Server.,Skills
20,?,O
20,Operating,O
20,Systems:,O
20,Windows,Skills
20,7,O
20,Hartej,Name
20,Kathuria,Name
20,Data,Profil
20,Analyst,Profil
20,Intern,Profil
20,-,O
20,Oracle,Companies worked at
20,Retail,Companies worked at
20,Haryana,O
20,WORK,O
20,EXPERIENCE,O
20,Data,Profil
20,Analyst,Profil
20,Intern,Profil
20,Oracle,O
20,Retail,O
20,-,O
20,Bengaluru,Location
20,",",O
20,Karnataka,O
21,-,O
21,June,O
21,2017,O
21,to,O
21,Present,O
21,Job,O
21,Responsibilities:,O
21,o,O
21,As,O
21,an,O
21,intern,O
21,part,O
21,of,O
21,the,O
21,Global,O
21,Retail,O
21,Insights,O
21,team,O
21,at,O
21,Oracle,O
21,"Retail,",O
21,work,O
21,involved,O
21,creating,O
21,a,O
22,data,O
22,oriented,O
22,buisness,O
22,case,O
22,based,O
22,using,O
22,high,O
22,level,O
22,trends,O
22,for,O
22,various,O
22,retailers,O
22,using,O
22,Excel,O
22,and,O
22,SQL.,O
22,o,O
22,Forecasting,O
22,Sales,O
22,with,O
22,use,O
22,of,O
22,various,O
22,statistical,O
22,Modelling,O
23,Methods,O
23,using,O
23,SQL,O
23,and,O
23,R,O
23,o,O
23,Market,O
23,Basket,O
23,Analysis,O
23,using,O
23,transactional,O
23,data,O
23,of,O
23,retailers,O
23,using,O
23,SQL,O
23,and,O
23,R,O
23,EDUCATION,O
23,Statistics,Degree
23,and,Degree
23,Probability,Degree
23,Manipal,College Name
23,University,College Name
23,May,O
24,2018,Date
24,B.,Degree
24,Tech,Degree
24,in,Degree
24,Electrical,Degree
24,and,Degree
24,Electronics,Degree
24,in,Degree
24,Embedded,Degree
24,Systems,Degree
24,"MIT,",O
24,Manipal,College Name
24,University,College Name
24,May,O
24,2016,Date
24,SKILLS,O
24,Python,Skills
24,2,Skills
24,"years,",Skills
24,SQL.,Skills
24,1,Skills
24,"year,",Skills
24,NOSQL,Skills
24,1,Skills
24,"year,",Skills
25,R,Skills
25,2,Skills
25,"years,",Skills
25,Machine,Skills
25,Learning,Skills
25,2,Skills
25,years,Skills
25,Languages,Skills
25,&,O
25,Technologies:,Skills
25,"Python,",Skills
25,"R,",Skills
25,"SQL,",Skills
25,"NoSQL,",Skills
25,Predictive,Skills
25,"Modelling,",Skills
25,Market,Skills
25,Basket,Skills
25,"Analysis,",Skills
25,Sentimental,Skills
25,"Analysis,",Skills
25,"Clustering,",Skills
25,Bash,Skills
25,Scripting,Skills
25,"Preliminary,",Skills
26,Socket,Skills
26,"Programming,",Skills
26,Java,Skills
26,Preliminary,Skills
26,Tools:,Skills
26,R,Skills
26,"Studio,",Skills
26,"Jupyter,",Skills
26,"GIT,",Skills
26,"Sublime,",Skills
26,"MATLAB,",Skills
26,"Linux,",Skills
26,"KVM,",Skills
26,Virtual,Skills
26,"Box,",Skills
26,Open,Skills
26,"VZ,",Skills
26,Oracle,Skills
26,SQL,Skills
26,"Developer,",Skills
26,"MySQL,",Skills
26,"MongoDB,",Skills
26,Excel,Skills
26,Ijas,Name
26,Nizamuddin,Name
27,Associate,Profil
27,Consultant,Profil
27,-,O
27,State,Companies worked at
27,Street,Companies worked at
27,Irinchayam,Location
27,B.O,Location
27,",",O
27,Kerala,O
27,-,O
27,Email,O
27,me,O
27,on,O
27,Indeed:,O
27,indeed.com/r/Ijas-,Email Address
27,Nizamuddin/6748d77f76f94eed,Email Address
27,With,O
27,close,O
27,to,O
27,3,O
27,years,O
27,of,O
27,experience,O
27,in,O
27,IT,O
28,"industry,",O
28,I,O
28,have,O
28,had,O
28,excellent,O
28,exposure,O
28,to,O
28,"design,",O
28,development,O
28,and,O
28,implementation,O
28,of,O
28,Client,O
28,Server,O
28,Applications,O
28,in,O
28,various,O
28,domains,O
28,such,O
28,as,O
28,Banking,O
28,and,O
28,Finance,O
28,concepts.,O
28,I,O
29,have,O
29,been,O
29,involved,O
29,in,O
29,various,O
29,software,O
29,Development,O
29,projects,O
29,in,O
29,Open,O
29,System,O
29,environment.,O
29,WORK,O
29,EXPERIENCE,O
29,Associate,Profil
29,Consultant,Profil
29,Oracle,Companies worked at
29,Corporation,Companies worked at
29,Software,O
29,Used:,O
29,Java,Skills
29,GWT,Skills
29,Associate,Profil
29,Consultant,Profil
29,Oracle,Companies worked at
30,Corporation,Companies worked at
30,-,O
30,"Bangalore,",O
30,Karnataka,O
30,-,O
30,May,O
30,2010,O
30,to,O
30,June,O
30,2011,Date
30,This,O
30,project,O
30,is,O
30,actually,O
30,a,O
30,redesign,O
30,of,O
30,an,O
30,existing,O
30,client,O
30,website.,O
30,The,O
30,client,O
30,website,O
30,was,O
31,designed,O
31,on,O
31,Java,O
31,Server,O
31,Pages,O
31,JSP,Skills
31,and,O
31,our,O
31,aim,O
31,was,O
31,to,O
31,change,O
31,it,O
31,into,O
31,a,O
31,more,O
31,dynamic,O
31,web,O
31,page,O
31,using,O
31,Adobe,Skills
31,Flex.,O
31,Responsibilities:,O
31,"Development,",O
31,Testing,O
32,and,O
32,support.,O
32,Software,O
32,Used:,O
32,"Java,",O
32,Adobe,O
32,Flex,O
32,https://www.indeed.com/r/Ijas-Nizamuddin/6748d77f76f94eed?isid=rex-download&ikw=download-top&co=IN,O
32,https://www.indeed.com/r/Ijas-Nizamuddin/6748d77f76f94eed?isid=rex-download&ikw=download-top&co=IN,O
32,Framework:,O
32,MVC,O
32,Associate,Profil
32,Consultant,Profil
32,Oracle,Companies worked at
32,Corporation,Companies worked at
32,-,O
32,"Bangalore,",O
32,Karnataka,O
32,-,O
32,February,Duration
32,2010,Duration
32,to,Duration
32,April,Duration
32,2010,Duration
32,Roles,O
33,and,O
33,Responsibilities:,O
33,"Development,",O
33,Testing,O
33,and,O
33,support.,O
33,Software,O
33,Used:,O
33,Oracle,O
33,9i,O
33,OTHER,O
33,PROJECTS,O
33,AND,O
33,REAL,O
33,TIME,O
33,TRAINING:,O
33,RTRMRailway,O
33,Ticketing,O
33,System,O
33,Through,O
33,Mobile,O
33,A,O
33,mobile,O
33,based,O
33,real,O
34,time,O
34,application,O
34,with,O
34,many,O
34,exciting,O
34,features,O
34,like,O
34,checking,O
34,pnr,O
34,"status,",O
34,train,O
34,"availability,",O
34,trains,O
34,between,O
34,stations,O
34,etc.,O
34,This,O
34,application,O
34,was,O
34,done,O
34,in,O
34,j2me,O
34,and,O
34,it,O
34,uses,O
35,weblogic,O
35,as,O
35,server,O
35,and,O
35,MSSQL,O
35,as,O
35,the,O
35,database.,O
35,Undergone,O
35,a,O
35,mandatory,O
35,Training,O
35,on,O
35,Finance,O
35,By,O
35,Oracle,Companies worked at
35,Corporation,Companies worked at
35,EDUCATION,O
35,Birla,College Name
35,Institute,College Name
35,Of,College Name
35,Technology,College Name
35,-,O
35,"Pilani,",O
35,Rajasthan,O
36,2011,Date
36,Bachelor,Degree
36,of,Degree
36,Technology,Degree
36,in,Degree
36,Computer,Degree
36,Science,Degree
36,University,College Name
36,College,College Name
36,Of,College Name
36,Engineering,College Name
36,",",O
36,University,O
36,Of,O
36,Kerala,O
36,2005,O
36,to,O
36,2009,Date
36,ADDITIONAL,O
36,INFORMATION,O
36,SKILL,O
36,SET:,O
36,Languages:,Skills
36,Core,Skills
36,Java,Skills
37,Front,Skills
37,end/GUI,Skills
37,Tools,Skills
37,programming:,Skills
37,Adobe,Skills
37,"Flex,",Skills
37,GWT,Skills
37,Database:,Skills
37,Oracle,Skills
37,10g,Skills
37,IDE:,Skills
37,"Eclipse,",Skills
37,FlexBuilder,Skills
37,FrameWorks:,Skills
37,"SpringBasics,",Skills
37,MVC,Skills
37,frame,Skills
37,work,Skills
37,Operating,Skills
37,System:,Skills
37,"Windows,",Skills
37,"Linux,",Skills
37,Unix,Skills
37,Imgeeyaul,Name
37,Ansari,Name
38,java,Profil
38,developer,Profil
38,Pune,Location
38,",",O
38,Maharashtra,O
38,-,O
38,Email,O
38,me,O
38,on,O
38,Indeed:,O
38,indeed.com/r/Imgeeyaul-Ansari/a7be1cc43a434ac4,O
38,Willing,O
38,to,O
38,relocate,O
38,to:,O
38,Pune,Location
38,",",O
38,Maharashtra,O
38,WORK,O
38,EXPERIENCE,O
38,Application,Profil
38,Developer,Profil
38,Oracle,Companies worked at
38,Financial,Companies worked at
38,Software,Companies worked at
39,Services,Companies worked at
39,EDUCATION,O
39,Bachelor,Degree
39,of,Degree
39,Enginerring,Degree
39,in,Degree
39,Information,Degree
39,Technology,Degree
39,Army,College Name
39,institute,College Name
39,of,College Name
39,technology,College Name
39,-,O
39,Pune,Location
39,",",O
39,Maharashtra,O
39,2012,O
39,to,O
39,2016,Date
39,CBSE,O
39,in,O
39,"Physics,",O
39,"Chemistry,",O
39,Mathematics,O
39,Rashtriya,College Name
40,Military,College Name
40,School,College Name
40,Bangalore,College Name
40,CBSE,Degree
40,in,Degree
40,Mathematics,Degree
40,and,Degree
40,English,Degree
40,Rashtriya,College Name
40,Military,College Name
40,School,College Name
40,Bangalore,College Name
40,-,O
40,"Bengaluru,",O
40,Karnataka,O
40,2008,O
40,to,O
40,2009,Date
40,SKILLS,O
40,JAVA,Skills
40,1,Skills
40,"year,",Skills
40,CSS,Skills
40,1,Skills
40,"year,",Skills
41,HTML,Skills
41,1,Skills
41,"year,",Skills
41,MYSQL,Skills
41,1,Skills
41,"year,",Skills
41,JAVASCRIPT,Skills
41,Less,Skills
41,than,Skills
41,1,Skills
41,"year,",Skills
41,Angularjs,Skills
41,1,Skills
41,"year,",Skills
41,Oracle,Skills
41,Pl/Sql,Skills
41,ADDITIONAL,O
41,INFORMATION,O
41,TECHNICAL,O
41,SKILLS,O
41,P,O
41,rogramming,Skills
41,Languages,Skills
41,":C/C++,",Skills
41,"angular,",Skills
42,"java,",Skills
42,java,Skills
42,"servlet,",Skills
42,"HTML,",Skills
42,java,Skills
42,"script,",Skills
42,"MySQL,",Skills
42,"css,",Skills
42,jsff.,Skills
42,Operating,Skills
42,Systems,Skills
42,"Linux,",Skills
42,"Windows,",Skills
42,Android,Skills
42,ORM,Skills
42,Eclipse,Skills
42,"Link,",Skills
42,Hibernate,Skills
42,Framework,Skills
42,&,O
42,tools,Skills
42,":ADF,",Skills
42,"Eclipse,",Skills
42,Android,Skills
42,"Studio,",Skills
43,"Git,",Skills
43,"Selenium,",Skills
43,Code,Skills
43,"blocks,",Skills
43,Net,Skills
43,"beans,",Skills
43,R,Skills
43,"studio,",Skills
43,Tortoise,Skills
43,SVN.,Skills
43,WORK,O
43,EXPERIENCE,O
43,NIIT,Companies worked at
43,-,O
43,2016,O
43,to,O
43,2016,O
43,B+,O
43,Average,O
43,Advanced,O
43,SQL,Skills
43,Oracle,Skills
43,-,Skills
43,2016,O
43,to,O
44,2016,O
44,B+,O
44,Average,O
44,MSCIT,O
44,-,O
44,2011,Date
44,to,O
44,2011,Date
44,EDUCATION,O
44,BE,Degree
44,Computer,Degree
44,Science,Degree
44,in,Degree
44,Computer,Degree
44,Science,Degree
44,Saraswati,College Name
44,College,College Name
44,Of,College Name
44,Engineering,College Name
44,",",O
44,Kharghar,O
44,-,O
44,"Mumbai,",O
44,Maharashtra,O
44,2014,O
45,to,O
45,2017,Date
45,HSC,Degree
45,in,Degree
45,Computer,Degree
45,science,Degree
45,Acharya,College Name
45,College,College Name
45,Chembur,College Name
45,-,O
45,"Mumbai,",O
45,Maharashtra,O
45,2011,Date
45,to,O
45,2013,Date
45,SSC,O
45,State,Degree
45,Board,Degree
45,2011,Date
45,ADDITIONAL,O
45,INFORMATION,O
45,Ability,O
45,to,O
45,accept,O
45,responsibilities,O
46,and,O
46,give,O
46,best,O
46,performance,O
46,to,O
46,complete,O
46,the,O
46,given,O
46,work,O
46,efficiently.,O
46,To,O
46,take,O
46,up,O
46,challenging,O
46,jobs,O
46,&,O
46,work,O
46,as,O
46,a,O
46,team.,O
46,To,O
46,positively,O
46,accept,O
46,my,O
46,Mistake.,O
47,Jitendra,Name
47,Babu,Name
47,FI/CO,Profil
47,Consultant,Profil
47,in,Profil
47,Tech,Profil
47,Mahindra,Profil
47,-,O
47,SAP,Companies worked at
47,FICO,Companies worked at
47,Chennai,Location
47,",",O
47,Tamil,O
47,Nadu,O
47,-,O
47,Email,O
47,me,O
47,on,O
47,Indeed:,O
47,indeed.com/r/Jitendra-Babu/bc3ea69a183395ed,Email Address
47,Having,O
47,3.2-years,Duration
47,of,O
47,SAP,O
47,experience,O
48,as,O
48,sap,O
48,FICO,O
48,Consultant,O
48,Involved,O
48,in,O
48,Implementation,O
48,and,O
48,support,O
48,projects,O
48,Basic,O
48,knowledge,O
48,in,O
48,simple,O
48,finance.,O
48,Proficient,O
48,in,O
48,SAP's,O
48,ASAP,O
48,Methodology,O
48,and,O
48,well,O
48,versed,O
48,with,O
48,business,O
49,"process,",O
49,its,O
49,mapping,O
49,&,O
49,configuration,O
49,in,O
49,SAP,O
49,Good,O
49,inter-personal,O
49,"Skills,",O
49,strong,O
49,analytical,O
49,ability,O
49,and,O
49,problem-solving,O
49,capabilities,O
49,Ability,O
49,to,O
49,make,O
49,timely,O
49,and,O
49,sound,O
49,decisions,O
49,based,O
49,on,O
50,logical,O
50,"assumptions,",O
50,factual,O
50,information.,O
50,Ability,O
50,to,O
50,work,O
50,as,O
50,a,O
50,team,O
50,member,O
50,supporting,O
50,co-workers,O
50,and,O
50,the,O
50,commitment,O
50,to,O
50,the,O
50,overall,O
50,success,O
50,of,O
50,a,O
50,group.,O
50,Work,O
50,effectively,O
51,with,O
51,internal,O
51,"customers,",O
51,co-workers,O
51,and,O
51,management.,O
51,Knowledge,O
51,on,O
51,integration,O
51,of,O
51,FI,O
51,with,O
51,other,O
51,modules,O
51,like,O
51,MM,O
51,and,O
51,SD,O
51,Duration,O
51,in,O
51,"GL,",O
51,"AP,",O
51,and,O
51,AR,O
51,Good,O
52,communication,O
52,Skills,O
52,with,O
52,an,O
52,aptitude,O
52,to,O
52,interact,O
52,with,O
52,the,O
52,clients,O
52,for,O
52,Production,O
52,support,O
52,Good,O
52,Understanding,O
52,of,O
52,business,O
52,process,O
52,in,O
52,Industry.,O
52,Expertise,O
52,on,O
52,data,O
52,uploading,O
52,tolls-LSMW,O
53,Good,O
53,exposure,O
53,on,O
53,writing,O
53,validation,O
53,and,O
53,substitution,O
53,rules,O
53,for,O
53,business,O
53,requirements,O
53,and,O
53,writing,O
53,queries.,O
53,Interacting,O
53,with,O
53,the,O
53,end,O
53,user,O
53,and,O
53,finalizing,O
53,the,O
53,user,O
53,requirement,O
53,Coordinating,O
54,with,O
54,the,O
54,other,O
54,teams,O
54,for,O
54,SAP,O
54,integration,O
54,aspects,O
54,Well,O
54,exposure,O
54,on,O
54,designing,O
54,the,O
54,organization,O
54,structure,O
54,and,O
54,setting,O
54,it,O
54,up,O
54,in,O
54,SAP,O
54,in,O
54,association,O
54,with,O
54,other,O
55,members,O
55,from,O
55,different,O
55,streams,O
55,of,O
55,the,O
55,implementation,O
55,team.,O
55,Detail,O
55,"oriented,",O
55,quick,O
55,"learner,",O
55,good,O
55,listener,O
55,with,O
55,strong,O
55,problem,O
55,solving,O
55,Skills.,O
55,SAP,Companies worked at
55,FICO,Companies worked at
55,SKILL,O
55,SET:,O
55,Finance,Skills
55,Financial,Skills
56,Accounting-,Skills
56,General,Skills
56,Ledger,Skills
56,Accounting,Skills
56,FI-G/L,Skills
56,New,Skills
56,"GL,",Skills
56,Accounts,Skills
56,"Payable-FI-A/P,",Skills
56,Accounts,Skills
56,Receivable,Skills
56,FI-A/R,Skills
56,WORK,O
56,EXPERIENCE,O
56,FI/CO,Profil
56,Consultant,Profil
56,in,Profil
56,Tech,Profil
56,Mahindra,Profil
56,SAP,Companies worked at
56,FICO,Companies worked at
56,-,O
56,2015,O
56,to,O
56,Present,O
57,SAP,Companies worked at
57,FICO,Companies worked at
57,Consultant,O
57,SAP,Companies worked at
57,FICO,Companies worked at
57,-,O
57,April,O
57,2017,O
57,to,O
57,May,O
57,2018,O
57,Project,O
57,&,O
57,Role,O
57,Description:,O
57,https://www.indeed.com/r/Jitendra-Babu/bc3ea69a183395ed?isid=rex-download&ikw=download-top&co=IN,O
57,Fossil,O
57,"Group,",O
57,"Inc.,",O
57,together,O
57,with,O
57,its,O
57,"subsidiaries,",O
57,"designs,",O
57,"develops,",O
58,"markets,",O
58,and,O
58,distributes,O
58,consumer,O
58,fashion,O
58,accessories.,O
58,The,O
58,company's,O
58,principal,O
58,products,O
58,include,O
58,a,O
58,line,O
58,of,O
58,men's,O
58,and,O
58,women's,O
58,fashion,O
58,watches,O
58,and,O
58,"jewelry,",O
58,"handbags,",O
58,small,O
58,leather,O
58,"goods,",O
59,"belts,",O
59,and,O
59,sunglasses.,O
59,It,O
59,offers,O
59,its,O
59,products,O
59,under,O
59,its,O
59,proprietary,O
59,"brands,",O
59,such,O
59,as,O
59,"FOSSIL,",O
59,"MICHELE,",O
59,"MISFIT,",O
59,"RELIC,",O
59,"SKAGEN,",O
59,and,O
59,"ZODIAC,",O
59,as,O
59,well,O
59,as,O
59,under,O
59,the,O
60,licensed,O
60,"brands,",O
60,including,O
60,ARMANI,O
60,"EXCHANGE,",O
60,"CHAPS,",O
60,"DIESEL,",O
60,"DKNY,",O
60,EMPORIO,O
60,"ARMANI,",O
60,KARL,O
60,"LAGERFELD,",O
60,KATE,O
60,SPADE,O
60,NEW,O
60,"YORK,",O
60,MARC,O
60,"JACOBS,",O
60,MICHAEL,O
60,"KORS,",O
60,and,O
60,TORY,O
60,BURCH.,O
60,The,O
60,company,O
61,sells,O
61,its,O
61,products,O
61,through,O
61,company-owned,O
61,retail,O
61,"stores,",O
61,department,O
61,"stores,",O
61,specialty,O
61,retail,O
61,"stores,",O
61,specialty,O
61,watch.,O
61,Roles,O
61,and,O
61,Responsibilities:,O
61,Resolving,O
61,Day,O
61,to,O
61,Day,O
61,issues,O
61,as,O
61,well,O
61,as,O
62,providing,O
62,Solution,O
62,for,O
62,better,O
62,Business,O
62,Processes.,O
62,Adhere,O
62,to,O
62,the,O
62,SLA,O
62,timelines,O
62,Coordinating,O
62,with,O
62,technical,O
62,consultants,O
62,for,O
62,modifications,O
62,in,O
62,outputs,O
62,and,O
62,program,O
62,changes,O
62,Handling,O
62,various,O
62,support,O
63,issues,O
63,be,O
63,it,O
63,"process,",O
63,configuration,O
63,or,O
63,functionality,O
63,issue.,O
63,Migrated,O
63,Transaction,O
63,and,O
63,Master,O
63,Data,O
63,using,O
63,migration,O
63,tool,O
63,LSMW,O
63,Effective,O
63,defect,O
63,"tracking,",O
63,reporting,O
63,and,O
63,documenting,O
63,the,O
63,deliverables,O
64,Handling,O
