,Sentence_#,Word,Tag
897,46,to,O
898,46,export,O
899,46,the,O
900,46,data,O
901,46,Hartej,NAME
902,46,Kathuria,NAME
903,46,Data,PROFIL
904,46,Analyst,PROFIL
905,46,Intern,PROFIL
906,46,Oracle,COMPANIES_WORKED_AT
907,46,Retail,COMPANIES_WORKED_AT
908,46,Bengaluru,LOCATION
909,46,",",O
910,46,Karnataka,O
911,46,Email,O
912,46,me,O
913,46,on,O
914,46,Indeed,O
915,46,indeed.com/r/Hartej-Kathuria/04181c5962a4af19,EMAIL_ADDRESS
916,46,Willing,O
917,46,to,O
918,46,relocate,O
919,46,to,O
920,46,Delhi,O
921,46,"Bangalore,",O
922,46,Karnataka,O
923,46,"Gurgaon,",O
924,46,Haryana,O
925,46,WORK,O
926,46,EXPERIENCE,O
927,46,Data,PROFIL
928,46,Analyst,PROFIL
929,46,Intern,PROFIL
930,46,Oracle,O
931,46,Retail,O
932,46,Bengaluru,LOCATION
933,46,",",O
934,46,Karnataka,O
935,46,June,O
936,46,2017,DATE
937,46,to,O
938,46,Present,O
939,46,Job,O
940,46,Responsibilities,O
941,46,o,O
942,46,As,O
943,46,an,O
944,46,intern,O
945,46,part,O
946,46,of,O
947,46,the,O
948,46,Global,O
949,46,Retail,O
950,46,Insights,O
951,46,team,O
952,46,at,O
953,46,Oracle,O
954,46,"Retail,",O
955,46,work,O
956,46,involved,O
957,46,creating,O
958,46,a,O
959,46,data,O
960,46,oriented,O
961,46,buisness,O
962,46,case,O
963,46,based,O
964,46,using,O
965,46,high,O
966,46,level,O
967,46,trends,O
968,46,for,O
969,46,various,O
970,46,retailers,O
971,46,using,O
972,46,Excel,O
973,46,and,O
974,46,SQL.,O
975,47,o,O
976,47,Forecasting,O
977,47,Sales,O
978,47,with,O
979,47,use,O
980,47,of,O
981,47,various,O
982,47,statistical,O
983,47,Modelling,O
984,47,Methods,O
985,47,using,O
986,47,SQL,O
987,47,and,O
988,47,R,O
989,47,o,O
990,47,Market,O
991,47,Basket,O
992,47,Analysis,O
993,47,using,O
994,47,transactional,O
995,47,data,O
996,47,of,O
997,47,retailers,O
998,47,using,O
999,47,SQL,O
1000,47,and,O
1001,47,R,O
1002,47,EDUCATION,O
1003,47,Statistics,DEGREE
1004,47,and,DEGREE
1005,47,Probability,DEGREE
1006,47,Manipal,COLLEGE_NAME
1007,47,University,COLLEGE_NAME
1008,47,May,O
1009,47,B.,DEGREE
1010,48,Tech,DEGREE
1011,48,in,DEGREE
1012,48,Electrical,DEGREE
1013,48,and,DEGREE
1014,48,Electronics,DEGREE
1015,48,in,DEGREE
1016,48,Embedded,DEGREE
1017,48,Systems,DEGREE
1018,48,"MIT,",O
1019,48,Manipal,COLLEGE_NAME
1020,48,University,COLLEGE_NAME
1021,48,May,O
1022,48,SKILLS,O
1023,48,Python,SKILLS
1024,48,2,YEARS_OF_EXPERIENCE
1025,48,"years,",YEARS_OF_EXPERIENCE
1026,48,SQL.,SKILLS
1027,49,1,YEARS_OF_EXPERIENCE
1028,49,"year,",SKILLS
1029,49,NOSQL,SKILLS
1030,49,1,YEARS_OF_EXPERIENCE
1031,49,"year,",SKILLS
1032,49,R,SKILLS
1033,49,2,YEARS_OF_EXPERIENCE
1034,49,"years,",YEARS_OF_EXPERIENCE
1035,49,Machine,SKILLS
1036,49,Learning,SKILLS
1037,49,2,YEARS_OF_EXPERIENCE
1038,49,years,YEARS_OF_EXPERIENCE
1039,49,PUBLICATIONS,O
1040,49,Post-operative,O
1041,49,life,O
1042,49,expectancy,O
1043,49,in,O
1044,49,lung,O
1045,49,cancer,O
1046,49,patients,O
1047,49,The,O
1048,49,objective,O
1049,49,of,O
1050,49,the,O
1051,49,project,O
1052,49,was,O
1053,49,to,O
1054,49,build,O
1055,49,an,O
1056,49,efficient,O
1057,49,predictive,O
1058,49,model,O
1059,49,based,O
1060,49,on,O
1061,49,a,O
1062,49,predefined,O
1063,49,dataset,O
1064,49,to,O
1065,49,predict,O
1066,49,whether,O
1067,49,the,O
1068,49,patient,O
1069,49,survives,O
1070,49,or,O
1071,49,dies,O
1072,49,within,O
1073,49,one,O
1074,49,year,O
1075,49,of,O
1076,49,the,O
1077,49,operation.,O
1078,50,The,O
1079,50,dataset,O
1080,50,given,O
1081,50,has,O
1082,50,17,O
1083,50,variables,O
1084,50,12,O
1085,50,"nominal,",O
1086,50,2,YEARS_OF_EXPERIENCE
1087,50,ordinal,O
1088,50,and,O
1089,50,3,YEARS_OF_EXPERIENCE
1090,50,numerical.,O
1091,51,The,O
1092,51,target,O
1093,51,variable,O
1094,51,has,O
1095,51,value,O
1096,51,true,O
1097,51,if,O
1098,51,the,O
1099,51,patient,O
1100,51,dies,O
1101,51,within,O
1102,51,one,O
1103,51,year,O
1104,51,of,O
1105,51,the,O
1106,51,operation,O
1107,51,else,O
1108,51,false,O
1109,51,if,O
1110,51,he,O
1111,51,survives.,O
1112,52,I,O
1113,52,have,O
1114,52,been,O
1115,52,involved,O
1116,52,in,O
1117,52,various,O
1118,52,software,O
1119,52,Development,O
1120,52,projects,O
1121,52,in,O
1122,52,Open,O
1123,52,System,O
1124,52,environment.,O
1125,53,WORK,O
1126,53,EXPERIENCE,O
1127,53,Associate,PROFIL
1128,53,Consultant,PROFIL
1129,53,Oracle,COMPANIES_WORKED_AT
1130,53,Corporation,COMPANIES_WORKED_AT
1131,53,June,O
1132,53,2011,DATE
1133,53,to,O
1134,53,Present,O
1135,53,State,O
1136,53,Street,O
1137,53,Global,O
1138,53,Advisors,O
1139,53,SSgA,O
1140,53,is,O
1141,53,the,O
1142,53,asset,O
1143,53,management,O
1144,53,business,O
1145,53,of,O
1146,53,State,COMPANIES_WORKED_AT
1147,53,Street,COMPANIES_WORKED_AT
1148,53,"Corporation,",O
1149,53,one,O
1150,53,of,O
1151,53,the,O
1152,53,world's,O
1153,53,leading,O
1154,53,providers,O
1155,53,of,O
1156,53,financial,O
1157,53,services,O
1158,53,to,O
1159,53,institutional,O
1160,53,"investors1,",O
1161,53,with,O
1162,53,a,O
1163,53,heritage,O
1164,53,dating,O
1165,53,back,O
1166,53,over,O
1167,53,two,O
1168,53,centuries.,O
1169,54,Backed,O
1170,54,by,O
1171,54,the,O
1172,54,strength,O
1173,54,and,O
1174,54,stability,O
1175,54,of,O
1176,54,the,O
1177,54,State,O
1178,54,Street,O
1179,54,"organization,",O
1180,54,SSgA,O
1181,54,makes,O
1182,54,continual,O
1183,54,investments,O
1184,54,in,O
1185,54,asset,O
1186,54,management,O
1187,54,and,O
1188,54,client,O
1189,54,service,O
1190,54,"platform,",O
1191,54,resulting,O
1192,54,in,O
1193,54,a,O
1194,54,"client-focused,",O
1195,54,solutions-driven,O
1196,54,orientation,O
1197,54,.BrokerViews,O
1198,54,is,O
1199,54,the,O
1200,54,application,O
1201,54,which,O
1202,54,list,O
1203,54,all,O
1204,54,the,O
1205,54,details,O
1206,54,about,O
1207,54,the,O
1208,54,counterparties,O
1209,54,who,O
1210,54,invest,O
1211,54,their,O
1212,54,securities,O
1213,54,in,O
1214,54,State,O
1215,54,Street.The,O
1216,54,details,O
1217,54,also,O
1218,54,include,O
1219,54,ratings,O
1220,54,given,O
1221,54,by,O
1222,54,Bloomberg.,O
1223,55,Responsibilities,O
1224,55,"Development,",O
1225,55,Testing,O
1226,55,and,O
1227,55,support.,O
1228,56,Software,O
1229,56,Used,O
1230,56,"Java,",O
1231,56,GWT,O
1232,56,Associate,PROFIL
1233,56,Consultant,PROFIL
1234,56,Oracle,COMPANIES_WORKED_AT
1235,56,Corporation,COMPANIES_WORKED_AT
1236,56,"Bangalore,",O
1237,56,Karnataka,O
1238,56,May,O
1239,56,2010,DATE
1240,56,to,O
1241,56,June,O
1242,56,This,O
1243,56,project,O
1244,56,is,O
1245,56,actually,O
1246,56,a,O
1247,56,redesign,O
1248,56,of,O
1249,56,an,O
